No,name,region,address,경도,위도,상태
456,자비선사,경북 성주군,경상북도 성주군 수륜면 계정길 208,128.220881298251,35.7935911440286,정좌표
457,경주 이견대,경북 경주시,경상북도 경주시 감포읍 대밑길 12-14,129.485848246022,35.7457089722433,정좌표
458,경주 남산 칠불암 마애불상군,경북 경주시,경상북도 경주시 칠불암길 201,129.235234199407,35.7742905271699,정좌표
459,대진해수욕장,경북 영덕군,경상북도 영덕군 영해면 영덕대게로 2840,129.426729908275,36.5644926592633,정좌표
460,도남서원,경북 상주시,경상북도 상주시 도남2길 91,128.254316687747,36.4400833288417,정좌표
461,옥동서원,경북 상주시,경상북도 상주시 모동면 수봉2길 29,127.941602912149,36.2900199991744,정좌표
465,퇴계종택,경북 안동시,경상북도 안동시 도산면 백운로 268,128.848711498425,36.7368590642164,정좌표
466,장난끼공화국,경북 청송군,경상북도 청송군 청송읍 중앙로 763,129.107125337691,36.4401946140986,정좌표
467,옥계서원(구미),경북 구미시,경상북도 구미시 여헌로 68,128.427046375193,36.1076752687986,정좌표
468,불정자연휴양림,경북 문경시,경상북도 문경시 불정길 180,128.136068527088,36.6215008977969,정좌표
469,상주동학교당,경북 상주시,경상북도 상주시 은척면 우기1길 64,128.060462932945,36.5398952248329,정좌표
470,봉화 북지리 마애여래좌상,경북 봉화군,경상북도 봉화군 물야면 문수로 449-66,128.737339147512,36.9320388453448,정좌표
472,백운정,경북 안동시,경상북도 안동시 임하면 경동로 1850-97,128.8508812424,36.5316158661146,정좌표
