name,region,address,lon,lat,상태
대구 약령시 한의약박물관,대구 중구,대구광역시 중구 달구벌대로415길 49,128.5899081,35.86851616,정좌표
대구 오토바이골목,대구 중구,대구광역시 중구 인교동,128.5838899,35.8727677,실패
대구 옻골마을,대구 동구,대구광역시 동구 둔산동,128.6872189,35.9063983,실패
대구 중구 골목투어버스 (청라버스),대구 중구,대구광역시 북구 태평로 161,128.5961292,35.87588495,실패
대구 진골목,대구 중구,대구광역시 중구 진골목길 26,128.5928173,35.86863623,정좌표
대구 평화시장 닭똥집 골목,대구 동구,대구광역시 동구 아양로9길 10,128.6192722,35.88313196,정좌표
대구 하중도,대구 북구,대구광역시 북구 노곡동 665,128.5600939,35.9004496,정좌표
대구경북디자인센터,대구 동구,대구광역시 동구 동대구로 461,128.6248369,35.87141949,정좌표
대구두류공원,대구 달서구,대구광역시 달서구 두류공원로 161,128.5637018,35.850003,정좌표
대구부수성비,대구 수성구,대구광역시 수성구 팔현길 248,128.6582657,35.87526816,정좌표
대구섬유박물관,대구 동구,대구광역시 동구 팔공로 227,128.6402955,35.9191,정좌표
대구수목원,대구 달서구,대구광역시 달서구 화암로 342,128.5206222,35.80033131,정좌표
