No,name,region,address,경도,위도,상태
280,수원온수골온천,경기 수원시,경기도 수원시 권선구 동수원로 232,127.034691345422,37.2502598289743,정좌표
281,양주 온릉(단경왕후) [유네스코 세계문화유산],경기 양주시,경기도 양주시 장흥면 호국로 255-41,126.950837425786,37.719136416265,정좌표
284,중미산 천문대,경기 양평군,경기도 양평군 옥천면 중미산로 1268,127.459314156852,37.5815102070663,정좌표
285,바람새마을,경기 평택시,경기도 평택시 고덕면 새악길 43-62,127.020158921179,37.0133202622827,정좌표
286,부천 중앙공원,경기 부천시,경기도 부천시 소향로 162,126.763714783882,37.5006026258954,정좌표
287,여주 고달사지,경기 여주시,경기도 여주시 북내면 고달사로 271-15,127.652731157324,37.3925120879793,정좌표
288,삼성산산림욕장,경기 안양시,경기도 안양시 만안구 예술공원로131번길 49,126.922367533854,37.4195411013197,정좌표
289,안성 미리내마을,경기 안성시,경기도 안성시 양성면 미산1길 2,127.258624426219,37.1385897051207,정좌표
290,안성맞춤가족공원,경기 안성시,경기도 안성시 공도읍 대림동산길 36,127.202715606701,37.0138289808477,정좌표
291,또나따목장,경기 화성시,경기도 화성시 마도면 마도로 223-19,126.730601922424,37.1883872945974,정좌표
292,오봉산 석굴암,경기 양주시,경기도 양주시 장흥면 석굴암길 519,126.994220655413,37.6957394822804,정좌표
293,파주 장단콩마을,경기 파주시,경기도 파주시 군내면 통일촌길 64,126.73375441128,37.9104899867753,정좌표
294,산장관광지,경기 가평군,경기도 가평군 상면 덕현산장길 74,127.409431110193,37.7529219985668,인근좌표
296,신구대학교식물원,경기 성남시,경기도 성남시 수정구 적푸리로 9,127.081148533901,37.4336656148865,정좌표
297,법륜사(용인 문수산),경기 용인시,경기도 용인시 처인구 원삼면 농촌파크로 126,127.299093841003,37.1696278297776,정좌표
298,반구정과 황희선생유적지,경기 파주시,경기도 파주시 문산읍 반구정로85번길 3,126.752334606234,37.8676912363712,정좌표
299,통일동산 관광특구,경기 파주시,경기도 파주시 탄현면 평화로 885-59,126.689636938534,37.7822302533266,정좌표
300,연천 숭의전지,경기 연천군,경기도 연천군 미산면 숭의전로 382-27,126.973018320415,38.0235571804567,정좌표
301,성호공원,경기 안산시,경기도 안산시 상록구 성호로 131,126.859576653183,37.315074266306,정좌표
303,망월사(경기),경기 의정부시,경기도 의정부시 망월로28번길 211-500,127.021959275291,37.7047005589774,정좌표
304,코코몽에코파크 (용인),경기 용인시,경기도 용인시 수지구 동천로 581,127.051936732161,37.3547083237499,정좌표
306,안성 유별난마을,경기 안성시,경기도 안성시 대덕면 장수정길 12-24,127.233604253664,37.0414400333581,정좌표
307,국립양평치유의숲,경기 양평군,경기도 양평군 양동면 황거길 262-10,127.717072241271,37.4613058239885,정좌표
309,안산시세계문화체험관,경기 안산시,경기도 안산시 단원구 원본로 15,126.79176658611,37.3312032927205,정좌표
310,명성황후 생가,경기 여주시,경기도 여주시 명성로 71,127.656861247345,37.2606306478371,정좌표
311,수리사(경기),경기 군포시,경기도 군포시 속달로 347-181,126.897224099386,37.3540616849212,정좌표
312,계류리 예술창고,경기 포천시,경기도 포천시 신북면 양지말길 66-72,127.172074777997,37.9574480855399,정좌표
313,관곡지,경기 시흥시,경기도 시흥시 관곡지로 93,126.803820170464,37.4023748455108,정좌표
314,원마운트 워터파크,경기 고양시,경기도 고양시 일산서구 한류월드로 300,126.754526495126,37.6645540407119,정좌표
315,삼막사,경기 안양시,경기도 안양시 만안구 삼막로 478,126.936023718783,37.4347872193004,정좌표
316,수어장대,경기 광주시,경기도 광주시 남한산성면 남한산성로780번길 107-65,127.176853627207,37.4840076718445,인근좌표
317,백운사(의왕),경기 의왕시,경기도 의왕시 왕곡로 323,127.008273788738,37.3499390097368,정좌표
318,구산성지,경기 하남시,경기도 하남시 미사강변북로 99,127.188775268009,37.5722410707173,정좌표
319,한재당,경기 김포시,경기도 김포시 하성면 가금로111번길 107,126.608498001385,37.7480607907288,정좌표
320,도라산 평화공원,경기 파주시,경기도 파주시 장단면 제3땅굴로 310,126.706191754068,37.9094139575411,정좌표
321,남양주 사릉(정순왕후) [유네스코 세계문화유산],경기 남양주시,경기도 남양주시 진건읍 사릉로 180,127.197968581829,37.6440267636075,정좌표
322,연천역 급수탑,경기 연천군,경기도 연천군 연천읍 연천로 273-7,127.073824041431,38.1013784728676,정좌표
323,서운동산,경기 포천시,경기도 포천시 내촌면 내진로9번길 237,127.203683287834,37.7723481702295,정좌표
325,국립 운악산자연휴양림,경기 포천시,경기도 포천시 화현면 화동로184번길 39,127.306500377948,37.8831103224322,정좌표
326,하니랜드,경기 파주시,경기도 파주시 조리읍 장곡로 218,126.833554265527,37.749846788229,정좌표
327,입파도 홍암,경기 화성시,경기도 화성시 우정읍 입파길 54,126.538511849665,37.1046165885337,정좌표
328,댕이골 전통음식거리,경기 안산시,경기도 안산시 상록구 석호공원로2길 16-1,126.849347647326,37.3001073770662,정좌표
331,경기 남양주 조안 [슬로시티],경기 남양주시,경기도 남양주시 조안면 북한강로 413,127.312510982538,37.5590125653262,정좌표
332,열쇠전망대,경기 연천군,경기도 연천군 신서면 동내로 1375-1,127.144208141011,38.1553168629959,정좌표
333,양평 구둔역,경기 양평군,경기도 양평군 지평면 구둔역길 8,127.688377891157,37.4368771781573,정좌표
334,스토리 미니어처 뮤지엄,경기 파주시,경기도 파주시 탄현면 헤이리마을길 93-75,126.696248996065,37.7914068889375,정좌표
335,열두개울,경기 연천군,경기도 연천군 청산면 청신로 345,127.093725870415,37.9880885228914,정좌표
336,현등사(가평),경기 가평군,경기도 가평군 조종면 현등사길 34,127.330617853508,37.8710283261119,정좌표
